id,symbol,name,market_cap_rank,current_price,market_cap,fully_diluted_valuation,total_volume,high_24h,low_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,price_change_24h,price_change_percentage_24h,price_change_percentage_1h,price_change_percentage_7d,price_change_percentage_30d,price_change_percentage_1y,market_cap_change_24h,market_cap_change_percentage_24h,last_updated,image,supply_utilization,liquidity_ratio,volatility_24h,volatility_7d,speculation_index,force_demand,force_supply,force_volatility,force_liquidity,force_speculation,equilibrium_shift,equilibrium_center,equilibrium_lower,equilibrium_upper,tension_score
cardano,ADA,Cardano,11,0.442071,16203800167.0,19909779736.0,1187572295.0,0.446352,0.429584,36623760644.0,45000000000.0,45000000000.0,3.09,-85.68667,2021-09-02T06:00:10.474Z,0.01925275,2194.94393,2020-03-13T02:22:55.044Z,0.01212539,2.82022,-0.252116333,2.801049613,-20.88992672,-62.92329105,464404928.0,2.95059,2025-12-03T18:57:05.665Z,https://coin-images.coingecko.com/coins/images/975/large/cardano.png?1696502090,81.38613476,0.07328973961420245,2.82022,2.801049613,0.41198138623799857,0.7336,0.5680000000000001,0.15799999999999992,0.20599999999999996,0.26,0.067149,0.47175562557899997,0.41344663025743555,0.5300646209005644,0.8686600000000001
figure-heloc,FIGR_HELOC,Figure Heloc,12,1.002,14049783965.0,14049783965.0,389356768.0,1.035,1.002,14023362547.0,14023362547.0,,1.37,-26.84858,2025-10-28T06:05:38.345Z,0.155357,544.89317,2025-10-31T14:27:24.456Z,-0.0284172,-2.75814,-0.000848394,-0.497125008,-0.049292772,,-360339293.5,-2.5006,2025-12-03T18:57:06.546Z,https://coin-images.coingecko.com/coins/images/68480/large/figure.png?1755863954,0.0,0.02771265159449731,2.75814,0.497125008,0.0902120250144625,0.46119999999999994,-0.5640000000000001,0.5700000000000001,-0.12,-0.14400000000000002,-0.018987000000000007,0.982975026,0.8916566460846,1.0742934059154,0.34158
whitebit,WBT,WhiteBIT Coin,13,62.51,13409137033.0,20070778681.0,178462201.0,62.76,61.27,214372548.0,320872548.0,400000000.0,62.96,-0.44861,2025-11-18T16:31:08.819Z,3.06,1947.23866,2023-02-13T19:01:21.899Z,0.72961,1.18097,-0.067471281,6.888565336,15.38848476,167.020195,134576285.0,1.01379,2025-12-03T18:57:02.503Z,https://coin-images.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,53.593137,0.01330899971868458,1.18097,6.888565336,0.10739744351673927,0.8363999999999999,0.3640000000000001,-0.45599999999999996,-0.31599999999999995,-0.11399999999999999,0.056270999999999995,66.02750021,56.456814054560496,75.5981863654395,1.10314
wrapped-steth,WSTETH,Wrapped stETH,14,3806.75,12610186236.0,12610186236.0,53576068.0,3832.25,3634.81,3312605.28,3312605.28,,7256.02,-47.27048,2022-05-13T15:09:54.509Z,558.54,585.01173,2022-05-13T01:36:45.053Z,129.06,3.50929,-0.344913764,3.228681176,-13.50347083,-9.905097521,436806207.0,3.58821,2025-12-03T18:57:02.896Z,https://coin-images.coingecko.com/coins/images/18834/large/wstETH.png?1696518295,0.0,0.004248634159505842,3.50929,3.228681176,0.028627174504119352,0.6348,-0.5640000000000001,0.04400000000000004,-0.498,-0.32799999999999996,-0.010878000000000002,3765.3401734999998,3333.8321896168995,4196.8481573830995,0.55052
bitcoin-cash,BCH,Bitcoin Cash,15,598.18,11936951034.0,11936960378.0,700613818.0,599.93,544.11,19961828.02,19961843.65,21000000.0,3785.82,-84.18334,2017-12-20T00:00:00.000Z,76.93,678.30869,2018-12-16T00:00:00.000Z,49.51,9.02344,0.361873866,9.807275389,16.62270347,12.54541838,987695111.0,9.02066,2025-12-03T18:57:04.721Z,https://coin-images.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1696501932,95.05632391,0.05869286185429116,9.02344,9.807275389,1.1052285769440517,0.9052,0.718,-0.6040000000000001,0.1200000000000001,0.54,0.114183,666.4819869399998,554.0464757432218,778.9174981367779,1.5632200000000003
wrapped-bitcoin,WBTC,Wrapped Bitcoin,16,92379.0,11567305864.0,11567305864.0,289997374.0,93895.0,90681.0,124963.4888,124963.4888,124963.4888,125932.0,-26.15404,2025-10-06T18:55:19.650Z,3139.17,2862.42523,2019-04-02T00:00:00.000Z,584.38,0.63661,-0.521250976,3.331051571,-13.17819294,-2.691907323,99252242.0,0.86547,2025-12-03T18:57:03.022Z,https://coin-images.coingecko.com/coins/images/7598/large/WBTCLOGO.png?1764496367,100.0,0.02507043363507276,0.63661,3.331051571,0.09947099610218404,0.7431999999999999,0.929,0.018000000000000016,-0.17400000000000004,-0.13,0.056582999999999994,97606.080957,85810.38607334654,109401.77584065344,0.86822
wrapped-beacon-eth,WBETH,Wrapped Beacon ETH,17,3375.84,11060835728.0,11060835728.0,17304119.0,3401.76,3227.26,3264440.43,3264440.43,,5330.78,-36.18276,2025-08-24T19:27:46.809Z,1501.6,126.55531,2025-04-09T03:57:40.245Z,108.61,3.32412,-0.424988703,5.615825611,-13.59611793,-10.10935269,387027500.0,3.62596,2025-12-03T18:57:02.758Z,https://coin-images.coingecko.com/coins/images/30061/large/wbeth-icon.png?1696528983,0.0,0.001564449506848331,3.32412,5.615825611,0.013986093502379853,0.5116,-0.5640000000000001,-0.28,-0.638,-0.43600000000000005,-0.015636,3323.0553657600003,2897.371973406144,3748.738758113856,0.74424
chainlink,LINK,Chainlink,18,14.41,10056207445.0,14430950522.0,1279723737.0,14.58,13.3,696849970.5,1000000000.0,1000000000.0,52.7,-72.5298,2021-05-10T00:13:57.214Z,0.148183,9668.89591,2017-11-29T00:00:00.000Z,1.05,7.85854,-0.496060916,10.88129584,-6.838694464,-39.14778482,744295826.0,7.99294,2025-12-03T18:57:05.569Z,https://coin-images.coingecko.com/coins/images/877/large/Chainlink_Logo_500.png?1760023405,69.68499705,0.12725709408831712,7.85854,10.88129584,2.384777052690497,0.9188000000000001,0.478,-0.6519999999999999,0.45599999999999996,0.714,0.12452699999999998,16.20443407,13.361366112418501,19.047502027581505,1.65618
usds,USDS,USDS,19,0.999907,9581104569.0,9581351096.0,37649380.0,1.0,0.999019,9582883316.0,9583129888.0,,1.057,-5.43859,2024-10-29T05:40:51.197Z,0.948265,5.43662,2024-10-03T13:19:28.826Z,1.04e-05,0.00104,0.021727532,0.025471633,0.002505574,0.213666393,42100499.0,0.44135,2025-12-03T18:57:02.082Z,https://coin-images.coingecko.com/coins/images/39926/large/usds.webp?1726666683,0.0,0.003929544837848435,0.00104,0.025471633,0.00010417865059808221,0.39679999999999993,-0.5640000000000001,0.9019999999999999,-0.51,-0.8240000000000001,-0.071703,0.928210668379,0.8731677757441253,0.9832535610138746,0.52702
hyperliquid,HYPE,Hyperliquid,20,34.16,9263770160.0,34206673513.0,378955377.0,34.97,32.8,270772999.4,999835210.4,1000000000.0,59.3,-42.14077,2025-09-18T03:30:30.650Z,3.81,800.89208,2024-11-29T09:30:30.871Z,0.943372,2.83998,-0.565402329,-0.669288341,-14.71914024,275.4290529,267165159.0,2.96962,2025-12-03T18:57:07.577Z,https://coin-images.coingecko.com/coins/images/50882/large/hyperliquid.jpg?1729431300,27.07729994,0.04090725163241744,2.83998,0.669288341,0.1435545230709631,0.4528,0.1259999999999999,0.542,0.0,-0.04400000000000004,0.00931199999999999,34.478097919999996,31.140618041344,37.815577798655994,0.2910799999999999
binance-bridged-usdt-bnb-smart-chain,BSC-USD,Binance Bridged USDT (BNB Smart Chain),21,1.0,8981532933.0,8981532933.0,1353798364.0,1.002,0.99894,8984992892.0,8984992892.0,,1.05,-4.69621,2024-08-05T14:21:42.527Z,0.942186,6.20544,2024-12-05T22:30:39.827Z,0.00032936,0.03294,0.015912552,0.005340286,0.100295563,0.557859299,-1839928.123,-0.02048,2025-12-03T18:57:05.004Z,https://coin-images.coingecko.com/coins/images/35021/large/USDT.png?1707233575,0.0,0.1507313254985534,0.03294,0.005340286,0.005770038249243716,0.5519999999999999,-0.5640000000000001,0.944,0.518,-0.548,-0.029265000000000006,0.970735,0.9085108865,1.0329591135,0.22310000000000008
weth,WETH,WETH,22,3124.08,8769966976.0,8769665648.0,41833423.0,3137.07,2977.07,2806002.331,2805905.919,,4950.08,-36.7227,2025-08-24T19:28:11.411Z,82.1,3715.03639,2018-12-15T00:00:00.000Z,108.04,3.58219,-0.16875719,3.126195956,-13.54000832,-12.66960357,363062333.0,4.31862,2025-12-03T18:57:03.235Z,https://coin-images.coingecko.com/coins/images/2518/large/weth.png?1696503332,0.0,0.004770077597154226,3.58219,3.126195956,0.03199952156177964,0.5948,-0.5640000000000001,0.07799999999999985,-0.478,-0.31399999999999995,-0.012917999999999997,3083.72313456,2734.4914895710795,3432.95477954892,0.54712
leo-token,LEO,LEO Token,23,9.36,8632887848.0,9225002844.0,598076.0,9.63,9.28,922001031.9,985239504.0,,10.14,-7.5654,2025-03-10T09:26:43.294Z,0.799859,1071.24968,2019-12-24T15:14:35.376Z,-0.067559692,-0.71651,-0.084573216,-3.175139066,-1.786377467,4.884158763,-60732772.77,-0.69859,2025-12-03T18:57:08.354Z,https://coin-images.coingecko.com/coins/images/8418/large/leo-token.png?1696508607,0.0,6.927878718342872e-05,0.71651,3.175139066,0.00026960872743600316,-0.45880000000000004,-0.5640000000000001,0.06000000000000005,-0.838,-0.796,-0.097482,8.44756848,7.585071738191999,9.310065221808,1.11988
stellar,XLM,Stellar,24,0.256564,8305703435.0,12849267070.0,209908499.0,0.262177,0.252624,32320910663.0,50001786884.0,50001786884.0,0.875563,-70.55666,2018-01-03T00:00:00.000Z,0.00047612,54044.57144,2015-03-05T00:00:00.000Z,0.00259413,1.02143,-0.73613766,1.515537545,-9.119437699,-49.56824529,97605937.0,1.18914,2025-12-03T18:57:01.164Z,https://coin-images.coingecko.com/coins/images/100/large/fmpFRHHQ_400x400.jpg?1735231350,64.63951126,0.02527281411414854,1.02143,1.515537545,0.06411630917841277,0.6507999999999999,0.44599999999999995,0.3639999999999999,-0.16600000000000004,-0.20399999999999996,0.023711999999999993,0.262647645568,0.2359363800137344,0.28935891112226564,0.47608000000000006
wrapped-eeth,WEETH,Wrapped eETH,25,3372.51,7986246253.0,7986246564.0,17772207.0,3398.3,3221.48,2359972.996,2359973.088,,5296.78,-35.84225,2025-08-24T19:25:19.771Z,1505.24,125.76509,2025-04-09T03:45:31.391Z,108.67,3.32948,-0.524751269,5.818326048,-13.58118478,-9.989201631,285195610.0,3.70333,2025-12-03T18:57:02.745Z,https://coin-images.coingecko.com/coins/images/33033/large/weETH.png?1701438396,0.0,0.0022253517406032835,3.32948,5.818326048,0.020357086111618045,0.5307999999999999,-0.5640000000000001,-0.31600000000000006,-0.602,-0.394,-0.010848000000000003,3335.92501152,2899.085631261456,3772.764391778544,0.7303200000000001
monero,XMR,Monero,26,406.79,7512833940.0,7512833940.0,210475582.0,420.19,393.62,18446744.07,18446744.07,,542.33,-25.00055,2018-01-09T00:00:00.000Z,0.216177,188052.2026,2015-01-14T00:00:00.000Z,5.66,1.41157,-0.583231507,2.813256625,19.16210941,131.3457088,128114967.0,1.73487,2025-12-03T18:57:09.176Z,https://coin-images.coingecko.com/coins/images/69/large/monero_logo.png?1696501460,0.0,0.02801547108333929,1.41157,2.813256625,0.11836050814480945,0.696,-0.5640000000000001,0.15600000000000014,-0.11599999999999999,-0.09399999999999997,0.008099999999999987,410.08499900000004,362.98673686485006,457.1832611351501,0.47599999999999987
ethena-usde,USDE,Ethena USDe,27,0.999236,6881446578.0,6881446578.0,146601948.0,1.007,0.993551,6887188129.0,6887188129.0,,1.032,-3.10426,2023-12-20T15:38:34.596Z,0.929486,7.59103,2024-10-04T07:57:15.809Z,-0.000382495,-0.03826,-0.068291426,0.016031112,-0.014464414,-0.216244642,-145457215.0,-2.07,2025-12-03T18:57:06.473Z,https://coin-images.coingecko.com/coins/images/33613/large/usde.png?1733810059,0.0,0.02130394334073402,0.03826,0.016031112,0.0011566147739534448,0.5019999999999999,-0.5640000000000001,0.9199999999999999,-0.21399999999999997,-0.718,-0.055290000000000006,0.9439882415599999,0.8863577594127618,1.001618723707238,0.4086000000000001
coinbase-wrapped-btc,CBBTC,Coinbase Wrapped BTC,28,92441.0,6600670892.0,6600670892.0,542827172.0,93958.0,90901.0,71180.40225,71180.40225,,125954.0,-26.1178,2025-10-06T18:58:50.734Z,57439.0,62.01157,2024-09-12T14:07:41.775Z,531.54,0.57833,-0.721734595,5.297939856,-13.33583414,-2.876989154,-17181204.46,-0.25962,2025-12-03T18:57:05.594Z,https://coin-images.coingecko.com/coins/images/40143/large/cbbtc.webp?1726136727,0.0,0.08223818167603318,0.57833,5.297939856,0.4832537479951254,0.8148,-0.5640000000000001,-0.238,0.254,0.30000000000000004,0.052212,97267.52949199999,83222.0982333552,111312.9607506448,0.9670799999999999
